strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
spread_tight_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spread: Spain (-1.5),Cabo Verde,2,1.5,2,,,,,other_side,,9,662.23,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,9,662.23,9,662.23,9,662.23,[]
spread_tight_loss_ge2,300,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spread: Spain (-1.5),Cabo Verde,2,1.5,2,,,,,other_side,,13,1065.88,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,13,1065.88,13,1065.88,13,1065.88,[]
spread_tight_loss_ge2,480,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spread: Spain (-1.5),Cabo Verde,2,1.5,2,,,,,other_side,,18,1900.86,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,18,1900.86,18,1900.86,18,1900.86,[]
team_total_under_loss_ge2,60,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,4,80.32,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,4,80.32,4,80.32,4,80.32,[]
team_total_under_loss_ge2,120,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,7,414.65,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,7,414.65,7,414.65,7,414.65,[]
team_total_under_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,8,438.45,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,8,438.45,8,438.45,8,438.45,[]
team_total_under_loss_ge2,300,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,9,449.02,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,9,449.02,9,449.02,9,449.02,[]
team_total_under_loss_ge2,480,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,9,449.02,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,9,449.02,9,449.02,9,449.02,[]
btts_yes_locked,60,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Sweden vs. Tunisia: Both Teams to Score,Yes,999,,,,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
btts_yes_locked,120,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Sweden vs. Tunisia: Both Teams to Score,Yes,999,,,,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
btts_yes_locked,180,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Sweden vs. Tunisia: Both Teams to Score,Yes,999,,,,,,,,True,1,5.93,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,5.93,[]
btts_yes_locked,300,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Sweden vs. Tunisia: Both Teams to Score,Yes,999,,,,,,,,True,2,7.97,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,7.97,[]
btts_yes_locked,480,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Sweden vs. Tunisia: Both Teams to Score,Yes,999,,,,,,,,True,3,66.21,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,66.21,[]
total_under_loss_ge2,60,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,5,533.28,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,5,533.28,5,533.28,5,533.28,[]
total_under_loss_ge2,120,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,17,23276.28,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,17,23276.28,17,23276.28,17,23276.28,[]
total_under_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,24,33479.94,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,24,33479.94,24,33479.94,24,33479.94,[]
total_under_loss_ge2,300,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,35,34028.24,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,35,34028.24,35,34028.24,35,34028.24,[]
total_under_loss_ge2,480,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,46,36658.8877,0.98,0.99,1.9808,0.9801,0,0,0,0,2,1974.05,46,36658.8877,46,36658.8877,46,36658.8877,[]
team_total_under_loss_ge2,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 2.5,Under,2,2.5,,,Egypt,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 2.5,Under,2,2.5,,,Egypt,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 2.5,Under,2,2.5,,,Egypt,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 2.5,Under,2,2.5,,,Egypt,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 2.5,Under,2,2.5,,,Egypt,1,,,,2,478.0,0.998,0.9985454545454545,0.1944,0.1413,0,0,0,0,0,0,0,0,0,0,2,478.0,[]
team_total_over_locked,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,1,31.25,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,1,31.25,1,31.25,1,31.25,[]
spread_tight_loss_ge2,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,1,31.25,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,1,31.25,1,31.25,1,31.25,[]
spread_tight_loss_ge2,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,1,31.25,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,1,31.25,1,31.25,1,31.25,[]
spread_tight_loss_ge2,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,7,849.1701,0.98,0.99,1.9808,0.9801,0,0,0,0,3,72.73,7,849.1701,7,849.1701,7,849.1701,[]
total_under_loss_ge2,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 3.5,Under,2,3.5,,2,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 3.5,Under,2,3.5,,2,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 3.5,Under,2,3.5,,2,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 3.5,Under,2,3.5,,2,,,,,,19,3429.871008,0.98,0.99,1.9808,0.9801,0,0,0,0,3,4.98,19,3429.871008,19,3429.871008,19,3429.871008,[]
total_under_loss_ge2,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 3.5,Under,2,3.5,,2,,,,,,36,4935.185869,0.97,0.99,3.0028,0.9801,0,0,2,78.66,17,1211.95355,36,4935.185869,36,4935.185869,36,4935.185869,[]
team_total_under_loss_ge2,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Saudi Arabia O/U 2.5,Under,2,2.5,,,Saudi Arabia,1,,,,1,107.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,107.0,[]
team_total_under_loss_ge2,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Saudi Arabia O/U 2.5,Under,2,2.5,,,Saudi Arabia,1,,,,1,107.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,107.0,[]
team_total_under_loss_ge2,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Saudi Arabia O/U 2.5,Under,2,2.5,,,Saudi Arabia,1,,,,1,107.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,107.0,[]
team_total_under_loss_ge2,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Saudi Arabia O/U 2.5,Under,2,2.5,,,Saudi Arabia,1,,,,1,107.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,107.0,[]
team_total_under_loss_ge2,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Saudi Arabia O/U 2.5,Under,2,2.5,,,Saudi Arabia,1,,,,1,107.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,107.0,[]
total_over_locked,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 1.5,Over,999,1.5,,2,,,,,True,5,1406.56,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,1406.56,[]
total_over_locked,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 1.5,Over,999,1.5,,2,,,,,True,6,2189.22,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,2189.22,[]
total_over_locked,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 1.5,Over,999,1.5,,2,,,,,True,8,3194.25,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,3194.25,[]
total_over_locked,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 1.5,Over,999,1.5,,2,,,,,True,10,3268.34,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,10,3268.34,[]
total_over_locked,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: O/U 1.5,Over,999,1.5,,2,,,,,True,15,4704.1,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,15,4704.1,[]
total_under_loss_ge2,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,3,3271.5,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,3271.5,[]
total_under_loss_ge2,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,4,3315.5,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,44.0,1,44.0,4,3315.5,[]
total_under_loss_ge2,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,4,3315.5,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,44.0,1,44.0,4,3315.5,[]
total_under_loss_ge2,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,7,4242.17,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,4,970.67,4,970.67,7,4242.17,[]
total_under_loss_ge2,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,21,5425.8,0.95,0.999,5.1132,0.0971,2,146.4,8,594.62,8,594.62,18,2154.3,18,2154.3,21,5425.8,[]
btts_yes_locked,60,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,4,33.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,33.88,[]
btts_yes_locked,120,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,4,33.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,33.88,[]
btts_yes_locked,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,8,106.87,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,106.87,[]
btts_yes_locked,300,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,12,262.2,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,262.2,[]
btts_yes_locked,480,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,26,3791.2,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,26,3791.2,[]
spread_tight_loss_ge2,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Spread: Saudi Arabia (-1.5),Uruguay,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Spread: Saudi Arabia (-1.5),Uruguay,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Spread: Saudi Arabia (-1.5),Uruguay,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Spread: Saudi Arabia (-1.5),Uruguay,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Spread: Saudi Arabia (-1.5),Uruguay,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,1,10.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,10.0,[]
team_total_over_locked,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,1,10.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,10.0,[]
team_total_over_locked,60,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: New Zealand O/U 1.5,Over,999,1.5,,,New Zealand,2,,,True,1,3.7,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,3.7,[]
team_total_over_locked,120,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: New Zealand O/U 1.5,Over,999,1.5,,,New Zealand,2,,,True,1,3.7,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,3.7,[]
team_total_over_locked,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: New Zealand O/U 1.5,Over,999,1.5,,,New Zealand,2,,,True,2,260.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,260.11,[]
team_total_over_locked,300,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: New Zealand O/U 1.5,Over,999,1.5,,,New Zealand,2,,,True,2,260.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,260.11,[]
team_total_over_locked,480,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: New Zealand O/U 1.5,Over,999,1.5,,,New Zealand,2,,,True,2,260.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,260.11,[]
total_over_locked,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 1.5,Over,999,1.5,,2,,,,,True,2,3273.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,3273.0,[]
total_over_locked,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 1.5,Over,999,1.5,,2,,,,,True,3,3599.74,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,3599.74,[]
total_over_locked,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 1.5,Over,999,1.5,,2,,,,,True,5,4341.36,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,4341.36,[]
total_over_locked,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 1.5,Over,999,1.5,,2,,,,,True,7,4537.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,4537.11,[]
total_over_locked,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 1.5,Over,999,1.5,,2,,,,,True,12,6864.24,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,6864.24,[]
total_under_loss_ge2,60,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,3,4153.94,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,4153.94,[]
total_under_loss_ge2,120,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,6,5982.69,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,187.43,1,187.43,6,5982.69,[]
total_under_loss_ge2,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,8,6067.69,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,3,272.43,3,272.43,8,6067.69,[]
total_under_loss_ge2,300,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,14,8708.0884,0.971,0.999,2.8996,0.0971,0,0,0,0,2,99.8,7,476.9774,7,476.9774,14,8708.0884,[]
total_under_loss_ge2,480,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,41,12903.890101,0.962,0.999,3.8361,0.0971,0,0,5,207.984053,20,2884.411735,34,4672.779101,34,4672.779101,41,12903.890101,[]
btts_yes_locked,60,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Both Teams to Score,Yes,999,,,,,,,,True,7,1089.55,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,1089.55,[]
btts_yes_locked,120,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Both Teams to Score,Yes,999,,,,,,,,True,8,1091.98,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,1091.98,[]
btts_yes_locked,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Both Teams to Score,Yes,999,,,,,,,,True,9,1099.98,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,1099.98,[]
btts_yes_locked,300,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Both Teams to Score,Yes,999,,,,,,,,True,14,4128.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,4128.73,[]
btts_yes_locked,480,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Both Teams to Score,Yes,999,,,,,,,,True,24,4684.99,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,24,4684.99,[]
total_over_locked,60,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 3.5,Over,999,3.5,,4,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,120,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 3.5,Over,999,3.5,,4,,,,,True,1,10.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,10.52,[]
total_over_locked,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 3.5,Over,999,3.5,,4,,,,,True,1,10.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,10.52,[]
total_over_locked,300,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 3.5,Over,999,3.5,,4,,,,,True,3,56.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,56.73,[]
total_over_locked,480,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 3.5,Over,999,3.5,,4,,,,,True,7,5174.4,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,5174.4,[]
btts_yes_locked,60,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: Both Teams to Score,Yes,999,,,,,,,,True,1,4.54,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4.54,[]
btts_yes_locked,120,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: Both Teams to Score,Yes,999,,,,,,,,True,1,4.54,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4.54,[]
btts_yes_locked,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: Both Teams to Score,Yes,999,,,,,,,,True,1,4.54,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4.54,[]
btts_yes_locked,300,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: Both Teams to Score,Yes,999,,,,,,,,True,2,1386.74,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1386.74,[]
btts_yes_locked,480,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: Both Teams to Score,Yes,999,,,,,,,,True,2,1386.74,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1386.74,[]
spread_tight_loss_ge2,60,2026-06-16,IR Iran vs. New Zealand,2-2,0,,Spread: IR Iran (-1.5),New Zealand,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-16,IR Iran vs. New Zealand,2-2,0,,Spread: IR Iran (-1.5),New Zealand,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,Spread: IR Iran (-1.5),New Zealand,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-16,IR Iran vs. New Zealand,2-2,0,,Spread: IR Iran (-1.5),New Zealand,2,1.5,2,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,480,2026-06-16,IR Iran vs. New Zealand,2-2,0,,Spread: IR Iran (-1.5),New Zealand,2,1.5,2,,,,,other_side,,8,603.49,0.98,0.99,1.9808,0.9801,0,0,0,0,4,165.0,8,603.49,8,603.49,8,603.49,[]
